"LOCATION","Country","MEASURE","Measure","AGE","Age group","DEFINITION","Definition","METHODO","Methodology","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUT","Austria","PVTAA4","Age group 41-50: Poverty rate after taxes and transfers","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.063,,
"AUT","Austria","PVTAA4","Age group 41-50: Poverty rate after taxes and transfers","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.066,,
"AUT","Austria","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","EUR","Euro","0","Units",,,26055,,
"AUT","Austria","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","EUR","Euro","0","Units",,,27516,,
"AUT","Austria","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","EUR","Euro","0","Units",,,27677,,
"AUT","Austria","PVTAA5","Age group 51-65: Poverty rate after taxes and transfers","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.076,,
"AUT","Austria","PVTAA5","Age group 51-65: Poverty rate after taxes and transfers","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.078,,
"AUT","Austria","PVTAA5","Age group 51-65: Poverty rate after taxes and transfers","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.084,,
"AUT","Austria","TRPCTOTAL","Current transfers paid (Current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","EUR","Euro","0","Units",,,-10796,,
"AUT","Austria","TRPCTOTAL","Current transfers paid (Current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","EUR","Euro","0","Units",,,-10651,,
"AUT","Austria","TRPCTOTAL","Current transfers paid (Current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","EUR","Euro","0","Units",,,-10574,,
"AUT","Austria","INCAC5","Age group 51-65: mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","EUR","Euro","0","Units",,,33228,,
"AUT","Austria","INCAC5","Age group 51-65: mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","EUR","Euro","0","Units",,,34478,,
"AUT","Austria","INCAC5","Age group 51-65: mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","EUR","Euro","0","Units",,,34549,,
"AUT","Austria","INCAC6","Age group 66-75: mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","EUR","Euro","0","Units",,,28306,,
"AUT","Austria","INCAC6","Age group 66-75: mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","EUR","Euro","0","Units",,,29578,,
"AUT","Austria","INCAC6","Age group 66-75: mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","EUR","Euro","0","Units",,,29350,,
"AUT","Austria","PVTAA6","Age group 66-75: Poverty rate after taxes and transfers","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.07,,
"AUT","Austria","PVTAA6","Age group 66-75: Poverty rate after taxes and transfers","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.09,,
"AUT","Austria","PVTAA6","Age group 66-75: Poverty rate after taxes and transfers","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.093,,
"AUT","Austria","PALMA","Palma ratio","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.96,,
"AUT","Austria","PALMA","Palma ratio","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,1,,
"AUT","Austria","PALMA","Palma ratio","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.96,,
"AUT","Austria","PVTAA7","Age group 76+: Poverty rate after taxes and transfers","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.088,,
"AUT","Austria","PVTAA7","Age group 76+: Poverty rate after taxes and transfers","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.087,,
"AUT","Austria","PVTAA7","Age group 76+: Poverty rate after taxes and transfers","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.102,,
"AUT","Austria","INCAC7","Age group 76+: mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","EUR","Euro","0","Units",,,25991,,
"AUT","Austria","INCAC7","Age group 76+: mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","EUR","Euro","0","Units",,,27399,,
"AUT","Austria","INCAC7","Age group 76+: mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","EUR","Euro","0","Units",,,27790,,
"AUT","Austria","PVT5B","Poverty rate before taxes and transfers, Poverty line 50%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.312,,
"AUT","Austria","PVT5B","Poverty rate before taxes and transfers, Poverty line 50%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.322,,
"AUT","Austria","PVT5B","Poverty rate before taxes and transfers, Poverty line 50%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.312,,
"AUT","Austria","PVT5A","Poverty rate after taxes and transfers, Poverty line 50%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.087,,
"AUT","Austria","PVT5A","Poverty rate after taxes and transfers, Poverty line 50%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.098,,
"AUT","Austria","PVT5A","Poverty rate after taxes and transfers, Poverty line 50%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.094,,
"AUT","Austria","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.356,,
"AUT","Austria","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.358,,
"AUT","Austria","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.35,,
"AUT","Austria","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.146,,
"AUT","Austria","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.151,,
"AUT","Austria","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.152,,
"AUT","Austria","P90P10","P90/P10 disposable income decile ratio","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","P90P10","Interdecile ratio P90/P10","0","Units",,,3.3,,
"AUT","Austria","P90P10","P90/P10 disposable income decile ratio","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","P90P10","Interdecile ratio P90/P10","0","Units",,,3.5,,
"AUT","Austria","P90P10","P90/P10 disposable income decile ratio","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","P90P10","Interdecile ratio P90/P10","0","Units",,,3.5,,
"AUT","Austria","P90P50","P90/P50  disposable income decile ratio","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","P90P50","Interdecile ratio P90/P50","0","Units",,,1.7,,
"AUT","Austria","P90P50","P90/P50  disposable income decile ratio","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","P90P50","Interdecile ratio P90/P50","0","Units",,,1.8,,
"AUT","Austria","P90P50","P90/P50  disposable income decile ratio","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","P90P50","Interdecile ratio P90/P50","0","Units",,,1.8,,
